age,sex,race,marital_status,relationship,functional_weight,education,workclass,occupation,capital_gain,capital_loss,hours_per_week,country_name,target
68, Female, White, Widowed, Unmarried,136218, HS-grad, Self-emp-inc, Other-service,0,0,15, United-States,0
26, Male, White, Never-married, Not-in-family,256263, HS-grad, Private, Craft-repair,0,0,25, United-States,0
50, Female, White, Never-married, Other-relative,140741, 11th, Private, Machine-op-inspct,0,0,40, United-States,0
43, Male, White, Married-civ-spouse, Husband,475322, Some-college, Private, Transport-moving,0,0,50, United-States,1
53, Female, Black, Widowed, Unmarried,217568, HS-grad, Private, Craft-repair,0,0,40, United-States,0
37, Male, White, Divorced, Not-in-family,538443, HS-grad, Private, Craft-repair,14344,0,40, United-States,1
40, Male, White, Married-civ-spouse, Husband,193494, HS-grad, Private, Handlers-cleaners,0,0,46, United-States,0
61, Female, White, Married-civ-spouse, Other-relative,339358, 5th-6th, Private, Farming-fishing,0,0,45, Mexico,0
63, Male, White, Divorced, Not-in-family,287277, HS-grad, Private, Protective-serv,0,0,40, United-States,0
26, Male, White, Married-civ-spouse, Husband,180246, Some-college, Private, Exec-managerial,7688,0,40, United-States,1
51, Male, White, Married-civ-spouse, Husband,138852, HS-grad, Private, Tech-support,0,0,40, United-States,0
33, Male, White, Married-civ-spouse, Husband,196266, HS-grad, Private, Craft-repair,0,0,40, United-States,1
48, Male, White, Married-civ-spouse, Husband,175221, HS-grad, Private, Machine-op-inspct,0,0,40, United-States,0
31, Male, White, Married-civ-spouse, Husband,94235, Bachelors, Private, Craft-repair,0,0,46, United-States,0
46, Female, Black, Separated, Not-in-family,282538, Assoc-voc, Private, Machine-op-inspct,0,0,40, United-States,0
33, Female, White, Divorced, Unmarried,48010, Some-college, Private, Exec-managerial,0,0,40, United-States,0
44, Female, White, Married-civ-spouse, Wife,199191, HS-grad, Private, Adm-clerical,0,0,30, United-States,0
18, Male, White, Married-civ-spouse, Own-child,78045, 11th, Private, Handlers-cleaners,0,0,40, United-States,0
29, Male, White, Married-civ-spouse, Husband,164607, Assoc-voc, Self-emp-not-inc, Farming-fishing,0,0,50, United-States,0
48, Female, White, Divorced, Unmarried,49278, Assoc-acdm, Private, Adm-clerical,0,0,40, United-States,0
46, Male, White, Divorced, Own-child,65353, Some-college, Private, Transport-moving,3325,0,55, United-States,0
43, Male, White, Divorced, Not-in-family,64506, Some-college, Private, Other-service,0,0,30, United-States,0
33, Male, White, Married-civ-spouse, Husband,178429, Bachelors, Private, Prof-specialty,0,0,40, United-States,1
23, Female, White, Never-married, Own-child,314894, HS-grad, Private, Exec-managerial,0,0,45, United-States,0
20, Male, White, Never-married, Own-child,227943, HS-grad, Private, Handlers-cleaners,0,0,45, United-States,0
31, Male, White, Married-civ-spouse, Husband,190401, Masters, Local-gov, Prof-specialty,0,0,40, United-States,0
23, Male, White, Never-married, Not-in-family,32950, Some-college, Private, Transport-moving,4101,0,40, United-States,0
35, Male, White, Married-civ-spouse, Husband,156728, HS-grad, Private, Farming-fishing,0,0,40, United-States,0
32, Male, White, Married-civ-spouse, Husband,30497, Assoc-voc, Private, Tech-support,0,0,40, United-States,0
37, Male, White, Married-civ-spouse, Husband,117381, Masters, Private, Prof-specialty,0,0,45, United-States,0
52, Female, Black, Never-married, Other-relative,143533, 7th-8th, Local-gov, Other-service,0,0,40, United-States,0
44, Male, Black, Married-civ-spouse, Husband,174325, Masters, State-gov, Prof-specialty,7688,0,40, United-States,1
29, Male, White, Married-civ-spouse, Husband,404998, Assoc-voc, Self-emp-not-inc, Farming-fishing,0,0,90, United-States,0
18, Male, White, Never-married, Own-child,167147, 12th, Private, Sales,0,0,24, United-States,0
33, Male, White, Married-civ-spouse, Husband,248346, Assoc-acdm, Local-gov, Craft-repair,0,0,50, United-States,0
36, Female, Black, Separated, Unmarried,930948, Some-college, Federal-gov, Adm-clerical,6497,0,56, United-States,0
40, Male, White, Married-civ-spouse, Husband,154374, Masters, Private, Prof-specialty,7688,0,40, United-States,1
32, Male, White, Married-civ-spouse, Husband,216908, HS-grad, ?, ?,0,0,24, United-States,0
41, Male, White, Married-civ-spouse, Husband,130126, Prof-school, Private, Prof-specialty,0,0,80, United-States,1
57, Female, White, Never-married, Unmarried,103809, HS-grad, Private, Sales,0,0,40, United-States,0
27, Male, White, Never-married, Other-relative,132805, 10th, Private, Sales,0,1980,40, United-States,0
32, Female, White, Never-married, Not-in-family,317219, Masters, Private, Prof-specialty,0,1590,40, United-States,0
27, Male, White, Married-civ-spouse, Husband,336951, HS-grad, Private, Transport-moving,0,0,99, United-States,0
39, Male, White, Married-civ-spouse, Husband,290321, 10th, Private, Machine-op-inspct,0,0,40, United-States,0
44, Female, Black, Widowed, Unmarried,174491, HS-grad, Private, Other-service,0,0,30, United-States,0
24, Male, White, Never-married, Not-in-family,117779, Bachelors, Private, Prof-specialty,0,0,10, Hungary,0
44, Male, White, Married-civ-spouse, Husband,230684, Bachelors, Private, Exec-managerial,7688,0,50, United-States,1
26, Male, White, Married-civ-spouse, Husband,173992, Some-college, Private, Craft-repair,0,0,45, United-States,1
45, Male, Asian-Pac-Islander, Married-civ-spouse, Husband,304570, Bachelors, Private, Exec-managerial,0,0,60, China,1
33, Female, White, Never-married, Not-in-family,182714, Prof-school, Federal-gov, Prof-specialty,0,0,65, United-States,1
22, Male, White, Married-civ-spouse, Husband,290504, HS-grad, Private, Craft-repair,0,0,40, United-States,0
41, Male, White, Never-married, Not-in-family,163258, Bachelors, Private, Tech-support,0,0,40, United-States,0
29, Male, White, Never-married, Not-in-family,457402, 5th-6th, Private, Other-service,0,0,25, Mexico,0
46, Male, White, Married-civ-spouse, Husband,428405, Bachelors, Private, Exec-managerial,0,0,40, United-States,1
58, Male, White, Married-civ-spouse, Husband,147707, HS-grad, Private, Exec-managerial,15024,0,60, United-States,1
23, Female, White, Never-married, Unmarried,41356, Assoc-acdm, Federal-gov, Exec-managerial,0,0,32, United-States,0
19, Female, White, Never-married, Not-in-family,120277, HS-grad, Private, Other-service,0,0,30, United-States,0
26, Male, White, Never-married, Own-child,188767, Bachelors, Private, Sales,0,0,40, United-States,0
43, Male, White, Married-civ-spouse, Husband,206139, Bachelors, State-gov, Adm-clerical,0,0,50, United-States,1
23, Female, White, Never-married, Own-child,222835, Bachelors, Private, Other-service,0,0,30, United-States,0
46, Female, Black, Divorced, Unmarried,384795, Bachelors, Private, Prof-specialty,0,0,32, United-States,0
18, Male, White, Never-married, Own-child,205894, Some-college, Private, Sales,0,0,25, ?,0
30, Female, White, Married-civ-spouse, Other-relative,432565, Assoc-voc, Private, Tech-support,0,0,40, Canada,1
51, Female, White, Married-civ-spouse, Other-relative,70767, HS-grad, Private, Adm-clerical,0,0,40, United-States,0
30, Male, Black, Separated, Not-in-family,277314, HS-grad, Private, Machine-op-inspct,0,0,40, United-States,0
44, Female, White, Married-civ-spouse, Wife,889965, HS-grad, Private, Handlers-cleaners,3137,0,30, United-States,0
39, Male, Black, Married-civ-spouse, Husband,288551, HS-grad, Private, Craft-repair,0,0,40, United-States,0
80, Male, White, Widowed, Not-in-family,34340, 7th-8th, Self-emp-not-inc, Farming-fishing,0,0,35, United-States,0
37, Male, White, Married-civ-spouse, Husband,107737, HS-grad, Self-emp-not-inc, Craft-repair,0,0,45, United-States,0
19, Female, White, Never-married, Own-child,235909, Some-college, Private, Adm-clerical,0,0,20, United-States,0
52, Male, White, Never-married, Not-in-family,338816, Masters, State-gov, Adm-clerical,0,0,70, United-States,1
41, Male, White, Married-civ-spouse, Husband,92775, Bachelors, Private, Exec-managerial,0,0,60, United-States,1
51, Male, White, Married-civ-spouse, Husband,43354, 11th, Private, Craft-repair,0,0,40, United-States,1
50, Male, White, Married-civ-spouse, Husband,31621, HS-grad, Private, Craft-repair,0,0,40, United-States,1
19, Male, White, Never-married, Own-child,431745, 11th, State-gov, Other-service,0,0,30, United-States,0
39, Male, White, Married-civ-spouse, Husband,174308, HS-grad, Self-emp-not-inc, Exec-managerial,0,0,40, United-States,0
37, Male, White, Never-married, Unmarried,224566, HS-grad, Private, Craft-repair,0,0,40, United-States,0
42, Male, White, Married-civ-spouse, Husband,70055, HS-grad, Private, Handlers-cleaners,0,0,40, United-States,0
25, Male, White, Never-married, Not-in-family,190916, HS-grad, Private, Adm-clerical,0,0,40, United-States,0
35, Male, Black, Divorced, Unmarried,417136, HS-grad, Private, Craft-repair,0,0,40, United-States,0
21, Male, White, Never-married, Other-relative,262241, HS-grad, ?, ?,0,0,40, United-States,0
35, Female, White, Divorced, Own-child,233571, HS-grad, Private, Other-service,0,0,50, United-States,0
45, Female, Black, Divorced, Unmarried,170600, Assoc-voc, Private, Adm-clerical,0,0,40, United-States,0
23, Female, Black, Never-married, Own-child,180837, HS-grad, Private, Machine-op-inspct,0,0,40, United-States,0
45, Female, White, Married-civ-spouse, Wife,159816, Masters, Local-gov, Prof-specialty,0,1977,35, United-States,1
51, Male, White, Married-civ-spouse, Husband,159755, Assoc-voc, Self-emp-not-inc, Tech-support,0,0,38, United-States,1
26, Female, White, Never-married, Not-in-family,55929, Masters, Private, Exec-managerial,0,0,48, United-States,0
26, Male, White, Never-married, Own-child,302603, HS-grad, Private, Transport-moving,0,0,45, United-States,0
21, Male, White, Married-civ-spouse, Husband,766115, 10th, Private, Handlers-cleaners,0,0,35, United-States,0
26, Male, White, Divorced, Not-in-family,160445, HS-grad, Private, Craft-repair,0,0,40, United-States,0
48, Male, White, Married-civ-spouse, Husband,26145, 10th, Self-emp-inc, Farming-fishing,0,0,80, United-States,0
27, Male, Black, Married-civ-spouse, Husband,212232, Some-college, State-gov, Exec-managerial,0,0,40, United-States,1
24, Male, White, Never-married, Not-in-family,268525, Bachelors, Private, Adm-clerical,0,0,32, United-States,0
28, Male, Black, Never-married, Not-in-family,55360, Some-college, Private, Sales,0,0,50, United-States,0
29, Female, White, Never-married, Own-child,173611, Some-college, Private, Sales,0,0,40, United-States,0
42, Male, White, Married-civ-spouse, Husband,69333, Assoc-voc, Self-emp-not-inc, Transport-moving,4386,0,80, United-States,1
46, Male, White, Married-civ-spouse, Husband,327886, Assoc-acdm, Local-gov, Adm-clerical,0,0,40, United-States,0
44, Male, White, Married-civ-spouse, Husband,156413, Some-college, Private, Tech-support,0,0,44, United-States,1
42, Male, White, Married-civ-spouse, Husband,190179, Bachelors, Private, Prof-specialty,99999,0,40, United-States,1
33, Male, White, Married-civ-spouse, Husband,361497, HS-grad, Self-emp-not-inc, Craft-repair,0,0,40, United-States,0
39, Male, White, Married-civ-spouse, Husband,243409, HS-grad, Private, Exec-managerial,0,0,60, United-States,1
61, Male, White, Married-civ-spouse, Husband,179761, HS-grad, ?, ?,0,0,40, United-States,1
59, Male, White, Divorced, Not-in-family,83542, Assoc-acdm, Self-emp-not-inc, Tech-support,0,0,40, United-States,0
69, Male, White, Married-civ-spouse, Husband,197080, 12th, Private, Transport-moving,9386,0,60, United-States,1
27, Male, White, Married-civ-spouse, Husband,123302, HS-grad, Private, Other-service,0,0,40, Poland,0
36, Female, Asian-Pac-Islander, Never-married, Other-relative,156780, HS-grad, Private, Sales,0,0,40, ?,0
22, Male, White, Never-married, Not-in-family,52262, Some-college, Private, Other-service,0,0,40, United-States,0
73, Male, Asian-Pac-Islander, Married-civ-spouse, Husband,77884, HS-grad, Private, Farming-fishing,0,0,40, Philippines,0
50, Male, White, Never-married, Not-in-family,301583, HS-grad, Private, Machine-op-inspct,0,0,40, United-States,0
47, Male, White, Married-civ-spouse, Husband,211239, Some-college, Private, Craft-repair,0,0,40, United-States,0
28, Male, White, Never-married, Not-in-family,94880, Some-college, Private, Craft-repair,0,0,43, Mexico,0
45, Male, White, Married-civ-spouse, Husband,43479, Some-college, Private, Transport-moving,0,0,48, United-States,0
70, Male, White, Married-civ-spouse, Husband,225780, Some-college, Self-emp-inc, Exec-managerial,0,0,20, United-States,1
55, Female, White, Never-married, Not-in-family,170994, HS-grad, ?, ?,0,0,40, United-States,0
43, Male, White, Married-civ-spouse, Husband,56063, Bachelors, Federal-gov, Sales,0,0,60, United-States,0
57, Male, White, Married-civ-spouse, Husband,206206, Bachelors, Private, Sales,0,0,40, United-States,1
32, Male, White, Married-civ-spouse, Husband,53373, Some-college, Private, Craft-repair,0,0,36, United-States,0
53, Female, Black, Married-civ-spouse, Wife,335481, HS-grad, Private, Adm-clerical,0,0,32, United-States,0
55, Male, White, Married-civ-spouse, Husband,52267, Masters, ?, ?,0,0,18, United-States,0
57, Male, Asian-Pac-Islander, Married-civ-spouse, Husband,148509, Bachelors, Local-gov, Prof-specialty,0,0,35, India,0
19, Female, White, Never-married, Not-in-family,195985, HS-grad, Private, Other-service,0,0,40, United-States,0
24, Male, White, Never-married, Own-child,219754, HS-grad, Private, Adm-clerical,0,0,40, United-States,0
42, Male, White, Married-civ-spouse, Husband,196029, Bachelors, Private, Transport-moving,0,0,48, United-States,1
46, Male, Black, Married-civ-spouse, Husband,269045, Prof-school, Private, Prof-specialty,0,0,40, United-States,1
45, Male, White, Married-civ-spouse, Husband,198759, Doctorate, Private, Exec-managerial,0,0,60, United-States,0
23, Female, White, Never-married, Own-child,267471, 12th, Private, Sales,0,0,25, United-States,0
46, Male, White, Divorced, Not-in-family,109089, HS-grad, Private, Craft-repair,0,0,37, United-States,0
56, Female, White, Never-married, Not-in-family,132930, Masters, ?, ?,0,0,50, United-States,1
43, Male, White, Married-civ-spouse, Husband,142682, HS-grad, Private, Transport-moving,0,0,30, Dominican-Republic,0
25, Female, Black, Never-married, Unmarried,230856, HS-grad, ?, ?,0,0,40, United-States,0
31, Female, White, Divorced, Unmarried,121768, Assoc-acdm, Private, Adm-clerical,0,0,35, Poland,0
35, Male, White, Married-civ-spouse, Husband,61518, HS-grad, Private, Exec-managerial,0,0,35, United-States,0
64, Female, White, Widowed, Not-in-family,60940, HS-grad, Private, Sales,8614,0,50, France,1
22, Female, White, Never-married, Unmarried,239098, HS-grad, Private, Other-service,0,0,40, United-States,0
35, Male, White, Separated, Unmarried,108907, HS-grad, Private, Machine-op-inspct,0,0,40, United-States,0
23, Male, White, Married-civ-spouse, Husband,380544, Some-college, Private, Adm-clerical,0,0,40, United-States,1
48, Male, White, Married-civ-spouse, Husband,50880, Some-college, Private, Craft-repair,0,0,40, Germany,0
47, Male, White, Married-civ-spouse, Husband,102308, Prof-school, Self-emp-inc, Prof-specialty,0,2415,45, United-States,1
31, Female, Black, Never-married, Not-in-family,142470, Bachelors, Federal-gov, Exec-managerial,0,0,40, United-States,0
28, Female, White, Never-married, Not-in-family,175710, Bachelors, Private, Adm-clerical,0,0,30, ?,0
64, Female, White, Widowed, Not-in-family,285052, Some-college, Private, Exec-managerial,0,0,10, United-States,0
53, Female, White, Widowed, Unmarried,89400, Some-college, Private, Exec-managerial,0,0,40, United-States,0
32, Male, White, Married-civ-spouse, Husband,190511, Some-college, Private, Exec-managerial,0,0,40, United-States,1
63, Female, White, Divorced, Not-in-family,102479, Bachelors, Private, Exec-managerial,0,0,40, United-States,0
26, Male, White, Never-married, Own-child,333677, Bachelors, Private, Exec-managerial,2463,0,35, United-States,0
27, Female, White, Never-married, Own-child,335421, Masters, Private, Exec-managerial,0,0,40, United-States,0
42, Male, White, Married-civ-spouse, Husband,175674, 9th, Local-gov, Other-service,0,0,40, United-States,0
28, Female, Black, Never-married, Own-child,55950, Bachelors, ?, ?,0,0,40, Germany,0
35, Female, Amer-Indian-Eskimo, Never-married, Not-in-family,103214, Doctorate, Federal-gov, Prof-specialty,0,0,60, United-States,1
43, Male, White, Married-civ-spouse, Husband,274363, Bachelors, Private, Exec-managerial,0,1902,40, England,1
33, Male, White, Married-civ-spouse, Husband,149184, Prof-school, Private, Prof-specialty,0,1977,50, United-States,1
34, Male, White, Married-civ-spouse, Husband,117963, Bachelors, Private, Craft-repair,0,0,40, United-States,1
40, Male, White, Divorced, Own-child,116632, Bachelors, Private, Sales,0,0,80, United-States,0
17, Female, White, Never-married, Own-child,132680, 10th, Private, Other-service,0,1602,10, United-States,0
31, Female, White, Never-married, Not-in-family,173350, HS-grad, Private, Other-service,0,0,30, United-States,0
40, Female, White, Separated, Other-relative,282155, HS-grad, Private, Other-service,0,0,25, United-States,0
45, Female, White, Divorced, Unmarried,275517, HS-grad, Private, Craft-repair,0,0,40, United-States,0
17, Female, White, Never-married, Own-child,108909, HS-grad, Private, Sales,0,0,20, United-States,0
23, Male, White, Never-married, Own-child,205865, Bachelors, Private, Exec-managerial,0,0,28, United-States,0
37, Male, White, Married-civ-spouse, Husband,305379, Bachelors, Private, Exec-managerial,0,0,50, United-States,1
43, Female, White, Married-civ-spouse, Wife,183273, Masters, Private, Exec-managerial,15024,0,32, United-States,1
18, Female, White, Never-married, Own-child,34125, 10th, Private, Other-service,0,0,28, United-States,0
57, Male, White, Married-civ-spouse, Husband,215175, Masters, Local-gov, Prof-specialty,0,0,60, United-States,0
28, Male, Asian-Pac-Islander, Married-civ-spouse, Husband,168901, Bachelors, Private, Prof-specialty,0,0,40, Taiwan,0
35, Male, White, Married-civ-spouse, Husband,28572, Some-college, Private, Craft-repair,4064,0,35, United-States,0
23, Male, White, Never-married, Own-child,292023, HS-grad, Private, Machine-op-inspct,0,0,30, United-States,0
23, Male, White, Married-civ-spouse, Husband,62278, Some-college, Private, Sales,0,0,45, United-States,0
26, Female, White, Never-married, Not-in-family,103148, HS-grad, Local-gov, Adm-clerical,0,0,40, United-States,0
19, Male, White, Never-married, Own-child,278115, Some-college, Private, Other-service,0,0,12, United-States,0
20, Male, Black, Never-married, Own-child,303565, Some-college, Private, Handlers-cleaners,0,0,40, Germany,0
33, Female, White, Never-married, Not-in-family,161942, Bachelors, Local-gov, Adm-clerical,1055,0,40, United-States,0
37, Male, White, Married-civ-spouse, Husband,138940, 11th, Private, Craft-repair,0,0,40, United-States,0
28, Male, White, Married-civ-spouse, Husband,206351, Some-college, Private, Sales,0,0,40, United-States,0
39, Male, White, Married-civ-spouse, Husband,236391, HS-grad, Private, Craft-repair,0,0,45, United-States,0
60, Male, White, Married-civ-spouse, Husband,199947, HS-grad, ?, ?,0,0,32, United-States,0
52, Male, White, Married-civ-spouse, Husband,154342, HS-grad, Private, Craft-repair,0,0,48, United-States,1
46, Male, White, Married-civ-spouse, Husband,155659, Bachelors, Private, Machine-op-inspct,0,0,40, Germany,1
24, Male, White, Never-married, Own-child,62952, HS-grad, Private, Craft-repair,0,0,40, United-States,0
38, Male, White, Married-civ-spouse, Husband,52738, Some-college, Private, Craft-repair,0,0,40, United-States,0
43, Male, White, Married-civ-spouse, Husband,133060, HS-grad, Self-emp-inc, Craft-repair,0,0,40, United-States,0
19, Female, White, Never-married, Not-in-family,410543, HS-grad, Private, Adm-clerical,0,0,40, United-States,0
41, Male, Asian-Pac-Islander, Married-civ-spouse, Husband,143003, Assoc-voc, Private, Other-service,7298,0,60, India,1
71, Male, White, Married-civ-spouse, Husband,178295, Assoc-acdm, ?, ?,0,0,3, United-States,0
35, Female, Asian-Pac-Islander, Never-married, Not-in-family,66297, Bachelors, Private, Prof-specialty,0,0,40, Philippines,1
21, Female, White, Never-married, Own-child,165107, Some-college, Private, Priv-house-serv,0,0,40, United-States,0
54, Male, White, Married-civ-spouse, Husband,168723, HS-grad, Self-emp-not-inc, Sales,0,0,40, United-States,0
42, Female, Asian-Pac-Islander, Married-civ-spouse, Wife,230959, Bachelors, Private, Adm-clerical,0,1887,40, Philippines,1
45, Male, White, Never-married, Not-in-family,38950, Bachelors, Private, Craft-repair,0,0,40, United-States,0
41, Male, White, Married-civ-spouse, Husband,155106, HS-grad, Private, Handlers-cleaners,0,0,40, United-States,0
19, Male, Black, Never-married, Own-child,167859, HS-grad, Private, Other-service,0,0,40, United-States,0
18, Female, White, Never-married, Own-child,59342, 11th, State-gov, Adm-clerical,0,0,5, United-States,0
22, Female, White, Never-married, Not-in-family,188569, Some-college, Private, Adm-clerical,0,0,20, United-States,0
48, Male, White, Divorced, Not-in-family,247685, Some-college, Private, Craft-repair,3325,0,40, United-States,0
37, Male, White, Married-civ-spouse, Husband,65390, Bachelors, Private, Farming-fishing,0,0,50, United-States,0
41, Male, White, Never-married, Not-in-family,109762, Masters, State-gov, Prof-specialty,0,0,40, United-States,0
23, Male, White, Married-civ-spouse, Husband,140414, HS-grad, Private, Craft-repair,0,0,40, United-States,0
24, Female, White, Never-married, Not-in-family,65743, Bachelors, Private, Adm-clerical,0,0,30, United-States,0
46, Male, White, Married-spouse-absent, Not-in-family,256909, HS-grad, Self-emp-inc, Farming-fishing,3325,0,45, United-States,0
39, Male, White, Never-married, Not-in-family,87556, Masters, Private, Prof-specialty,6849,0,40, United-States,0
69, Male, White, Married-civ-spouse, Husband,122850, 10th, Local-gov, Exec-managerial,0,0,20, United-States,0
51, Female, White, Divorced, Unmarried,162988, 10th, Private, Other-service,0,0,25, United-States,0
45, Male, White, Married-civ-spouse, Husband,213646, Bachelors, State-gov, Exec-managerial,7298,0,40, United-States,1
30, Male, White, Divorced, Unmarried,149368, HS-grad, Private, Sales,1151,0,30, United-States,0
44, Male, White, Married-civ-spouse, Husband,230478, Bachelors, Private, Exec-managerial,0,0,40, United-States,1
51, Female, White, Widowed, Not-in-family,143865, 10th, Local-gov, Other-service,0,0,24, United-States,0
25, Male, White, Married-civ-spouse, Husband,178037, HS-grad, Private, Transport-moving,0,0,40, United-States,0
33, Male, White, Married-civ-spouse, Husband,194901, Bachelors, Local-gov, Prof-specialty,0,0,40, United-States,1
44, Male, White, Married-civ-spouse, Husband,192381, Bachelors, Private, Prof-specialty,0,1848,40, United-States,1
18, Male, White, Never-married, Own-child,324011, 9th, Private, Farming-fishing,0,0,20, United-States,0
43, Male, White, Married-civ-spouse, Husband,167265, Bachelors, Private, Craft-repair,0,0,84, United-States,1
44, Male, White, Married-civ-spouse, Husband,138845, Some-college, Private, Transport-moving,0,0,40, United-States,0
22, Male, White, Married-civ-spouse, Husband,48121, Some-college, State-gov, Other-service,0,0,25, United-States,0
28, Female, White, Divorced, Unmarried,395022, Assoc-voc, Private, Prof-specialty,0,0,40, United-States,0
42, Male, White, Divorced, Unmarried,184018, Some-college, ?, ?,0,0,40, United-States,0
44, Male, White, Divorced, Not-in-family,216907, HS-grad, Private, Other-service,0,0,37, United-States,0
25, Male, White, Never-married, Not-in-family,503012, 5th-6th, Private, Craft-repair,0,0,40, Mexico,0
34, Male, White, Married-civ-spouse, Husband,111415, HS-grad, Private, Sales,0,0,70, United-States,0
52, Male, White, Divorced, Not-in-family,201310, Bachelors, Private, Exec-managerial,0,0,40, ?,0
40, Male, White, Married-civ-spouse, Husband,244522, Masters, Local-gov, Prof-specialty,0,1902,48, United-States,1
42, Male, White, Married-civ-spouse, Husband,107762, Masters, Private, Prof-specialty,0,0,40, United-States,1
58, Male, White, Divorced, Not-in-family,164065, Masters, Self-emp-not-inc, Sales,0,0,18, United-States,0
39, Female, White, Divorced, Unmarried,203763, Doctorate, Private, Prof-specialty,0,0,80, United-States,0
19, Male, White, Never-married, Own-child,168294, HS-grad, Private, Craft-repair,0,0,40, United-States,0
56, Male, White, Married-civ-spouse, Husband,73684, 7th-8th, Private, Craft-repair,0,0,40, Portugal,0
50, Male, White, Divorced, Not-in-family,421561, Some-college, Private, Exec-managerial,0,0,40, United-States,0
46, Male, White, Married-civ-spouse, Husband,170850, HS-grad, Self-emp-inc, Sales,0,0,50, United-States,1
40, Female, White, Divorced, Own-child,208277, Some-college, Private, Adm-clerical,0,0,44, United-States,1
41, Female, Other, Never-married, Not-in-family,213055, Assoc-acdm, Private, Adm-clerical,0,0,50, United-States,0
47, Male, White, Married-civ-spouse, Husband,46044, Masters, Private, Exec-managerial,0,0,40, United-States,0
62, Male, White, Married-civ-spouse, Husband,140851, HS-grad, Local-gov, Other-service,0,0,40, United-States,1
45, Male, White, Never-married, Own-child,187730, Bachelors, Private, Prof-specialty,0,0,40, United-States,0
37, Male, White, Married-civ-spouse, Husband,167415, Prof-school, Private, Prof-specialty,0,0,60, United-States,1
30, Male, White, Never-married, Not-in-family,213722, Some-college, Private, Sales,0,0,50, United-States,1
20, Female, White, Never-married, Own-child,85041, Some-college, Private, Exec-managerial,0,0,20, United-States,0
59, Male, White, Married-civ-spouse, Husband,309124, HS-grad, Self-emp-not-inc, Transport-moving,0,0,40, United-States,1
43, Male, White, Divorced, Not-in-family,162003, Some-college, Private, Machine-op-inspct,0,0,40, United-States,0
31, Male, White, Never-married, Unmarried,169269, 7th-8th, Private, Craft-repair,0,0,40, United-States,0
24, Male, White, Never-married, Not-in-family,278155, Some-college, Private, Machine-op-inspct,0,0,30, United-States,0
58, Female, White, Divorced, Unmarried,109015, Some-college, Private, Adm-clerical,0,0,40, United-States,0
66, Male, White, Married-civ-spouse, Husband,102686, Masters, Self-emp-not-inc, Exec-managerial,0,0,20, United-States,1
39, Female, White, Separated, Not-in-family,214896, HS-grad, Private, Other-service,0,0,40, El-Salvador,0
20, Female, White, Never-married, Own-child,104443, Some-college, Self-emp-inc, Adm-clerical,0,0,20, United-States,0
27, Male, White, Never-married, Not-in-family,113635, Bachelors, Private, Other-service,0,0,35, United-States,0
40, Male, White, Divorced, Not-in-family,79036, Assoc-voc, Private, Transport-moving,0,0,50, United-States,1
36, Male, White, Married-civ-spouse, Husband,111545, HS-grad, Private, Craft-repair,0,0,70, United-States,0
43, Male, White, Married-civ-spouse, Husband,237993, Some-college, Private, Tech-support,0,0,40, United-States,1
47, Male, Black, Divorced, Not-in-family,344916, Assoc-acdm, Private, Transport-moving,0,0,40, United-States,0
19, Female, White, Never-married, Own-child,240686, 11th, Private, Sales,0,0,25, United-States,0
23, Male, Asian-Pac-Islander, Never-married, Not-in-family,256211, Some-college, Private, Adm-clerical,0,0,24, Vietnam,0
23, Male, Black, Never-married, Own-child,543028, HS-grad, Private, Sales,0,0,40, United-States,0
20, Male, White, Never-married, Own-child,33087, Assoc-voc, Private, Farming-fishing,0,0,40, United-States,0
29, Male, Amer-Indian-Eskimo, Married-civ-spouse, Husband,107108, Some-college, Private, Adm-clerical,0,0,40, United-States,0
33, Male, White, Married-civ-spouse, Husband,112820, Assoc-voc, Private, Protective-serv,0,0,40, United-States,0
57, Male, White, Married-civ-spouse, Husband,250976, HS-grad, State-gov, Craft-repair,0,0,40, United-States,0
45, Female, Black, Never-married, Not-in-family,183092, Assoc-acdm, Private, Adm-clerical,0,0,40, United-States,0
37, Male, White, Married-civ-spouse, Husband,36989, Some-college, Self-emp-not-inc, Farming-fishing,0,0,40, United-States,0
46, Male, Black, Married-civ-spouse, Husband,367251, Some-college, Local-gov, Craft-repair,0,0,40, United-States,1
68, Male, White, Married-civ-spouse, Husband,32779, HS-grad, Private, Transport-moving,0,419,12, United-States,0
23, Female, Black, Never-married, Unmarried,129042, HS-grad, Private, Machine-op-inspct,0,0,40, United-States,0
44, Male, White, Married-civ-spouse, Husband,124924, HS-grad, Private, Exec-managerial,0,0,40, Mexico,0
37, Male, White, Divorced, Own-child,126011, Assoc-voc, Private, Tech-support,0,0,40, United-States,0
30, Female, White, Separated, Unmarried,299507, Assoc-acdm, Private, Other-service,0,0,40, United-States,0
39, Male, White, Married-civ-spouse, Husband,255407, HS-grad, Federal-gov, Craft-repair,0,0,40, United-States,0
31, Female, White, Never-married, Unmarried,316672, HS-grad, Private, Other-service,0,0,40, Mexico,0
21, Female, White, Never-married, Own-child,518530, Some-college, Private, Adm-clerical,0,0,40, United-States,0
49, Male, White, Married-civ-spouse, Husband,246183, HS-grad, Private, Sales,0,0,40, United-States,1
31, Male, White, Never-married, Not-in-family,121308, 11th, Private, Other-service,0,0,40, United-States,0
21, Male, Black, Never-married, Own-child,143995, Some-college, ?, ?,0,0,20, United-States,0
21, Female, White, Never-married, Own-child,163665, Some-college, ?, ?,0,0,40, United-States,0
