age,sex,race,marital_status,relationship_label,relationship,functional_weight,education,education_num,workclass,occupation,capital_gain,capital_loss,hours_per_week,native_country,country_name,target
25, Female, White, Never-married,3, Own-child,152046, Bachelors,13, Private, Prof-specialty,0,0,40,13, Guatemala,0
24, Male, White, Married-civ-spouse,0, Husband,233499, Some-college,10, Private, Transport-moving,0,0,40,39, United-States,1
56, Female, White, Divorced,4, Unmarried,99359, HS-grad,9, Private, Adm-clerical,0,1617,40,39, United-States,0
42, Male, White, Divorced,1, Not-in-family,351161, Some-college,10, Local-gov, Craft-repair,0,0,40,39, United-States,0
46, Female, White, Divorced,1, Not-in-family,146497, HS-grad,9, Local-gov, Prof-specialty,0,0,40,39, United-States,0
30, Male, White, Never-married,1, Not-in-family,251120, 7th-8th,4, Private, Craft-repair,0,0,38,39, United-States,0
28, Female, White, Never-married,3, Own-child,248911, Some-college,10, Private, Exec-managerial,0,0,40,0, ?,0
22, Female, White, Never-married,3, Own-child,440969, Some-college,10, Private, Other-service,0,0,24,39, United-States,0
53, Female, White, Never-married,1, Not-in-family,140359, Preschool,1, Local-gov, Machine-op-inspct,0,0,35,39, United-States,0
43, Female, White, Divorced,1, Not-in-family,220609, Some-college,10, Private, Tech-support,0,0,50,39, United-States,0
25, Male, Black, Married-civ-spouse,0, Husband,125159, Assoc-acdm,12, Private, Handlers-cleaners,0,0,40,23, Jamaica,0
40, Male, Black, Divorced,4, Unmarried,375603, HS-grad,9, Private, Adm-clerical,0,0,40,39, United-States,0
20, Female, White, Never-married,3, Own-child,71475, Some-college,10, Private, Adm-clerical,0,0,40,39, United-States,0
34, Female, Asian-Pac-Islander, Married-civ-spouse,5, Wife,88215, Masters,14, Private, Prof-specialty,0,0,40,3, China,1
52, Female, Black, Separated,4, Unmarried,270142, Assoc-voc,11, Private, Exec-managerial,0,0,60,39, United-States,0
62, Male, White, Divorced,1, Not-in-family,223447, 12th,8, ?, ?,0,0,40,2, Canada,0
58, Male, White, Married-civ-spouse,0, Husband,121912, Assoc-voc,11, Self-emp-not-inc, Craft-repair,0,0,42,39, United-States,0
24, Male, White, Married-civ-spouse,0, Husband,322931, 7th-8th,4, Self-emp-not-inc, Transport-moving,0,1902,40,39, United-States,1
24, Male, White, Never-married,3, Own-child,102323, HS-grad,9, Private, Machine-op-inspct,0,0,40,39, United-States,0
27, Female, White, Married-civ-spouse,5, Wife,330132, Bachelors,13, Private, Tech-support,0,0,40,39, United-States,1
51, Male, Amer-Indian-Eskimo, Married-civ-spouse,0, Husband,215404, Bachelors,13, Private, Prof-specialty,15024,0,40,39, United-States,1
36, Female, Black, Divorced,4, Unmarried,242713, HS-grad,9, Private, Adm-clerical,0,0,40,0, ?,0
35, Female, White, Never-married,3, Own-child,49352, Some-college,10, State-gov, Adm-clerical,0,0,38,39, United-States,0
52, Male, White, Married-civ-spouse,0, Husband,165681, Some-college,10, Private, Craft-repair,0,0,40,39, United-States,1
29, Female, White, Never-married,1, Not-in-family,36601, Bachelors,13, Private, Prof-specialty,0,0,50,39, United-States,0
25, Male, White, Never-married,3, Own-child,391192, Some-college,10, Private, Sales,0,0,24,39, United-States,0
54, Female, White, Widowed,4, Unmarried,222882, HS-grad,9, Private, Exec-managerial,0,0,45,39, United-States,0
41, Male, Asian-Pac-Islander, Married-civ-spouse,0, Husband,74775, Bachelors,13, Private, Other-service,0,0,30,40, Vietnam,0
24, Female, White, Never-married,1, Not-in-family,193920, Masters,14, Private, Priv-house-serv,0,0,45,0, ?,0
23, Male, White, Never-married,3, Own-child,278391, HS-grad,9, Private, Transport-moving,0,0,40,39, United-States,0
33, Male, White, Never-married,1, Not-in-family,221966, Bachelors,13, Private, Prof-specialty,2202,0,50,39, United-States,0
42, Female, White, Married-civ-spouse,5, Wife,111949, HS-grad,9, Private, Adm-clerical,0,0,35,39, United-States,0
36, Female, White, Divorced,3, Own-child,214378, HS-grad,9, Private, Prof-specialty,0,0,40,39, United-States,1
62, Female, White, Widowed,1, Not-in-family,159841, HS-grad,9, Private, Other-service,0,0,24,39, United-States,0
36, Male, White, Married-civ-spouse,0, Husband,180686, Prof-school,15, Self-emp-not-inc, Prof-specialty,0,0,50,39, United-States,0
28, Male, White, Married-civ-spouse,0, Husband,146042, HS-grad,9, Self-emp-inc, Craft-repair,0,0,50,39, United-States,0
41, Male, White, Married-civ-spouse,0, Husband,310255, HS-grad,9, Private, Sales,0,0,40,39, United-States,0
39, Male, White, Married-civ-spouse,0, Husband,358753, Assoc-voc,11, Private, Craft-repair,7688,0,40,39, United-States,1
38, Male, White, Never-married,1, Not-in-family,223433, HS-grad,9, Private, Machine-op-inspct,0,0,40,39, United-States,0
37, Male, Black, Divorced,1, Not-in-family,434097, Assoc-acdm,12, Private, Craft-repair,0,0,40,39, United-States,0
66, Male, White, Married-civ-spouse,0, Husband,234743, Some-college,10, Private, Exec-managerial,0,0,24,39, United-States,0
36, Male, Other, Married-civ-spouse,0, Husband,179666, 12th,8, Private, Craft-repair,0,0,40,39, United-States,0
34, Male, White, Never-married,1, Not-in-family,346034, Bachelors,13, Private, Other-service,0,0,40,8, El-Salvador,0
41, Male, White, Married-civ-spouse,0, Husband,184466, Masters,14, Local-gov, Prof-specialty,0,0,38,39, United-States,1
33, Male, Amer-Indian-Eskimo, Never-married,4, Unmarried,27959, HS-grad,9, Local-gov, Other-service,0,0,40,39, United-States,0
29, Male, Black, Married-civ-spouse,0, Husband,632593, HS-grad,9, Private, Craft-repair,0,0,40,39, United-States,0
55, Male, White, Married-civ-spouse,0, Husband,101468, HS-grad,9, Private, Craft-repair,3103,0,40,39, United-States,1
36, Male, White, Married-civ-spouse,0, Husband,145576, Masters,14, Private, Adm-clerical,0,1977,40,24, Japan,1
28, Female, White, Separated,1, Not-in-family,334368, Some-college,10, Private, Adm-clerical,0,0,40,39, United-States,0
36, Female, White, Divorced,4, Unmarried,133974, Assoc-voc,11, Private, Sales,0,0,40,39, United-States,0
33, Female, White, Widowed,4, Unmarried,119176, Some-college,10, Private, Adm-clerical,0,0,40,39, United-States,0
28, Female, White, Never-married,1, Not-in-family,160981, Some-college,10, Private, Adm-clerical,0,0,52,39, United-States,0
42, Male, White, Married-civ-spouse,0, Husband,320744, HS-grad,9, Self-emp-not-inc, Sales,3908,0,45,39, United-States,0
39, Female, Black, Married-civ-spouse,5, Wife,444219, HS-grad,9, Private, Craft-repair,0,0,45,39, United-States,0
43, Male, White, Married-civ-spouse,0, Husband,118853, Some-college,10, Local-gov, Tech-support,4386,0,99,39, United-States,1
66, Female, White, Widowed,4, Unmarried,93318, HS-grad,9, ?, ?,0,0,40,39, United-States,0
61, Female, White, Divorced,4, Unmarried,29059, HS-grad,9, Private, Sales,0,2754,25,39, United-States,0
30, Male, White, Married-civ-spouse,0, Husband,77689, Bachelors,13, Self-emp-inc, Sales,7688,0,50,39, United-States,1
37, Male, White, Divorced,3, Own-child,389725, 12th,8, Private, Craft-repair,0,0,35,39, United-States,0
24, Male, White, Married-civ-spouse,0, Husband,449432, 12th,8, Private, Craft-repair,0,0,40,39, United-States,0
50, Male, White, Married-civ-spouse,0, Husband,83311, Bachelors,13, Self-emp-not-inc, Exec-managerial,0,0,13,39, United-States,0
37, Female, Black, Never-married,4, Unmarried,259882, Assoc-voc,11, Private, Sales,0,0,6,39, United-States,0
39, Male, Asian-Pac-Islander, Married-civ-spouse,0, Husband,72338, Masters,14, Private, Prof-specialty,0,0,40,30, Philippines,1
23, Female, White, Never-married,1, Not-in-family,60409, HS-grad,9, Private, Exec-managerial,0,0,40,39, United-States,0
47, Male, White, Married-civ-spouse,0, Husband,256522, HS-grad,9, Private, Handlers-cleaners,0,0,40,0, ?,0
23, Female, White, Never-married,2, Other-relative,176262, Assoc-voc,11, Private, Adm-clerical,0,0,36,39, United-States,0
43, Male, White, Married-civ-spouse,0, Husband,226902, Bachelors,13, Private, Sales,0,0,50,39, United-States,1
54, Male, White, Married-civ-spouse,0, Husband,158948, HS-grad,9, Self-emp-not-inc, Transport-moving,0,0,15,39, United-States,0
36, Female, White, Separated,4, Unmarried,110791, Assoc-acdm,12, Local-gov, Adm-clerical,0,0,40,39, United-States,0
35, Male, White, Married-civ-spouse,0, Husband,36214, Bachelors,13, Private, Exec-managerial,4386,0,47,39, United-States,1
27, Male, White, Never-married,3, Own-child,225142, Some-college,10, Private, Craft-repair,0,0,40,39, United-States,0
22, Female, White, Never-married,3, Own-child,195532, HS-grad,9, ?, ?,0,0,40,39, United-States,0
18, Male, White, Never-married,3, Own-child,154089, 11th,7, Private, Handlers-cleaners,0,0,20,39, United-States,0
54, Female, White, Widowed,4, Unmarried,96792, HS-grad,9, Private, Other-service,0,0,32,39, United-States,0
39, Female, Asian-Pac-Islander, Married-spouse-absent,4, Unmarried,70240, 5th-6th,3, Private, Other-service,0,0,40,30, Philippines,0
23, Male, White, Married-civ-spouse,0, Husband,314539, HS-grad,9, Private, Sales,0,0,40,39, United-States,0
31, Male, White, Married-civ-spouse,0, Husband,103435, Bachelors,13, Private, Sales,0,0,50,39, United-States,1
29, Female, White, Never-married,1, Not-in-family,200381, 11th,7, Private, Exec-managerial,0,0,40,39, United-States,0
51, Male, White, Married-civ-spouse,0, Husband,46281, Some-college,10, Self-emp-inc, Sales,0,0,50,39, United-States,1
24, Female, White, Never-married,1, Not-in-family,1085515, HS-grad,9, Private, Other-service,0,0,30,39, United-States,0
43, Male, White, Married-civ-spouse,0, Husband,163108, Some-college,10, Self-emp-not-inc, Farming-fishing,0,0,99,39, United-States,0
23, Female, White, Never-married,2, Other-relative,256755, Bachelors,13, Private, Handlers-cleaners,0,0,40,5, Cuba,0
17, Female, White, Never-married,3, Own-child,47771, 11th,7, Private, Prof-specialty,0,0,20,39, United-States,0
33, Male, White, Married-civ-spouse,0, Husband,181091, Bachelors,13, Private, Adm-clerical,0,0,60,20, Iran,1
34, Male, White, Never-married,1, Not-in-family,227282, Some-college,10, Private, Craft-repair,0,0,40,39, United-States,0
21, Male, White, Never-married,1, Not-in-family,409230, HS-grad,9, Private, Craft-repair,0,0,40,13, Guatemala,0
22, Male, White, Never-married,3, Own-child,141003, Assoc-voc,11, Private, Other-service,0,0,30,39, United-States,0
62, Female, White, Widowed,1, Not-in-family,24050, HS-grad,9, Self-emp-inc, Sales,0,0,15,39, United-States,0
50, Male, White, Married-civ-spouse,0, Husband,101094, Masters,14, Self-emp-inc, Sales,0,0,55,39, United-States,0
24, Male, Asian-Pac-Islander, Separated,4, Unmarried,243190, Assoc-acdm,12, Private, Craft-repair,8614,0,40,39, United-States,1
28, Female, White, Married-civ-spouse,5, Wife,237466, Some-college,10, Self-emp-not-inc, Adm-clerical,0,0,30,39, United-States,1
27, Male, White, Never-married,3, Own-child,37088, 9th,5, Private, Other-service,0,0,30,39, United-States,0
29, Female, White, Married-civ-spouse,5, Wife,198997, HS-grad,9, Private, Adm-clerical,0,0,20,39, United-States,0
36, Female, White, Separated,1, Not-in-family,334366, 11th,7, Private, Exec-managerial,0,0,32,39, United-States,0
26, Male, White, Married-civ-spouse,0, Husband,58039, Some-college,10, State-gov, Other-service,0,0,40,39, United-States,0
48, Male, White, Married-civ-spouse,0, Husband,265477, Assoc-acdm,12, Self-emp-not-inc, Prof-specialty,0,0,40,39, United-States,0
49, Male, White, Married-civ-spouse,0, Husband,194189, 7th-8th,4, Private, Handlers-cleaners,0,0,40,39, United-States,0
63, Male, White, Divorced,1, Not-in-family,181561, Some-college,10, Self-emp-not-inc, Exec-managerial,0,0,50,39, United-States,0
64, Male, White, Widowed,1, Not-in-family,34100, Some-college,10, ?, ?,0,0,4,39, United-States,0
34, Male, White, Married-civ-spouse,0, Husband,191834, Assoc-voc,11, Private, Craft-repair,0,0,48,39, United-States,0
44, Male, Black, Married-civ-spouse,0, Husband,468706, HS-grad,9, ?, ?,0,0,40,39, United-States,0
27, Male, White, Married-civ-spouse,0, Husband,243569, 11th,7, Private, Handlers-cleaners,3942,0,40,39, United-States,0
63, Female, White, Widowed,1, Not-in-family,156799, HS-grad,9, ?, ?,0,0,4,39, United-States,0
39, Male, White, Married-civ-spouse,0, Husband,366757, HS-grad,9, Private, Craft-repair,0,0,35,39, United-States,0
62, Female, White, Widowed,1, Not-in-family,65868, HS-grad,9, Private, Sales,0,0,43,39, United-States,0
24, Male, White, Never-married,3, Own-child,172047, Assoc-acdm,12, Self-emp-not-inc, Craft-repair,0,0,40,39, United-States,0
45, Female, White, Divorced,4, Unmarried,166056, HS-grad,9, Private, Other-service,0,0,40,39, United-States,0
45, Male, White, Married-civ-spouse,0, Husband,192835, HS-grad,9, Private, Other-service,3942,0,40,39, United-States,0
48, Male, White, Divorced,1, Not-in-family,94342, Bachelors,13, Federal-gov, Exec-managerial,0,0,45,39, United-States,0
27, Female, White, Separated,3, Own-child,245661, HS-grad,9, Private, Machine-op-inspct,0,0,40,39, United-States,0
46, Male, White, Married-civ-spouse,0, Husband,141944, Bachelors,13, Local-gov, Prof-specialty,0,0,38,39, United-States,1
19, Male, White, Never-married,3, Own-child,220001, Some-college,10, Private, Farming-fishing,0,0,50,39, United-States,0
28, Male, White, Divorced,1, Not-in-family,185647, Some-college,10, Private, Handlers-cleaners,0,0,50,39, United-States,0
53, Female, White, Married-civ-spouse,5, Wife,22978, Masters,14, Private, Exec-managerial,0,0,50,39, United-States,1
37, Female, Black, Divorced,1, Not-in-family,193952, HS-grad,9, Private, Other-service,0,0,40,0, ?,0
23, Male, White, Never-married,2, Other-relative,38151, 11th,7, Private, Other-service,0,0,40,30, Philippines,0
66, Female, White, Married-civ-spouse,5, Wife,376028, HS-grad,9, ?, ?,0,0,20,39, United-States,0
39, Female, White, Divorced,4, Unmarried,158962, Some-college,10, Private, Machine-op-inspct,0,0,40,39, United-States,0
51, Male, White, Married-civ-spouse,0, Husband,48343, Masters,14, Private, Exec-managerial,7298,0,50,39, United-States,1
28, Male, White, Married-civ-spouse,0, Husband,30912, HS-grad,9, Private, Other-service,0,0,43,39, United-States,0
27, Male, White, Married-civ-spouse,0, Husband,295799, Some-college,10, Private, Craft-repair,0,0,40,39, United-States,0
23, Male, White, Never-married,1, Not-in-family,228243, Some-college,10, Private, Craft-repair,0,0,44,39, United-States,0
30, Male, White, Separated,1, Not-in-family,23778, 7th-8th,4, Private, Handlers-cleaners,0,0,40,39, United-States,0
32, Male, White, Divorced,1, Not-in-family,279173, Bachelors,13, Private, Sales,0,0,45,39, United-States,0
39, Male, White, Married-civ-spouse,0, Husband,108140, Masters,14, Private, Exec-managerial,0,0,50,39, United-States,1
71, Female, Black, Divorced,1, Not-in-family,228806, 9th,5, Private, Priv-house-serv,0,0,6,39, United-States,0
38, Male, White, Separated,4, Unmarried,222450, Some-college,10, Private, Exec-managerial,0,0,40,39, United-States,0
37, Female, White, Divorced,1, Not-in-family,125550, HS-grad,9, Private, Sales,0,0,60,39, United-States,0
27, Male, White, Never-married,1, Not-in-family,406662, HS-grad,9, Private, Adm-clerical,4416,0,40,39, United-States,0
40, Male, White, Divorced,1, Not-in-family,257364, Some-college,10, Private, Other-service,0,0,45,39, United-States,0
41, Male, White, Married-civ-spouse,0, Husband,166662, Prof-school,15, Private, Exec-managerial,0,0,50,39, United-States,1
28, Male, White, Married-civ-spouse,0, Husband,296537, HS-grad,9, Local-gov, Craft-repair,0,0,45,39, United-States,0
22, Male, White, Never-married,3, Own-child,161532, Some-college,10, Private, Handlers-cleaners,0,0,35,39, United-States,0
19, Male, White, Never-married,3, Own-child,36012, Some-college,10, Self-emp-not-inc, Craft-repair,0,0,20,39, United-States,0
23, Female, White, Never-married,3, Own-child,130905, Bachelors,13, Private, Sales,0,0,40,39, United-States,0
50, Male, White, Married-civ-spouse,0, Husband,132716, Prof-school,15, Self-emp-not-inc, Exec-managerial,99999,0,50,39, United-States,1
46, Male, White, Never-married,3, Own-child,148995, Bachelors,13, Local-gov, Prof-specialty,4787,0,45,39, United-States,1
55, Male, White, Married-civ-spouse,0, Husband,234327, Some-college,10, Private, Craft-repair,0,0,40,39, United-States,0
30, Female, White, Married-civ-spouse,5, Wife,35724, Prof-school,15, Private, Prof-specialty,0,0,45,39, United-States,1
20, Male, White, Never-married,3, Own-child,39764, HS-grad,9, Private, Handlers-cleaners,0,0,40,39, United-States,0
40, Male, White, Married-civ-spouse,0, Husband,209547, Bachelors,13, Private, Prof-specialty,0,0,60,39, United-States,1
36, Male, White, Married-civ-spouse,0, Husband,367020, 7th-8th,4, Self-emp-not-inc, Craft-repair,0,0,35,39, United-States,0
49, Male, White, Divorced,1, Not-in-family,153536, Some-college,10, Private, Prof-specialty,14084,0,44,39, United-States,1
34, Female, White, Married-spouse-absent,4, Unmarried,37380, HS-grad,9, Private, Machine-op-inspct,0,0,40,39, United-States,0
36, Female, White, Divorced,1, Not-in-family,32709, Some-college,10, Private, Sales,3325,0,45,39, United-States,0
50, Male, White, Separated,1, Not-in-family,195322, Doctorate,16, Self-emp-inc, Prof-specialty,0,0,40,39, United-States,1
90, Male, White, Married-civ-spouse,0, Husband,250832, 10th,6, Private, Exec-managerial,0,0,40,39, United-States,0
45, Female, Black, Divorced,4, Unmarried,112305, Some-college,10, Private, Other-service,0,0,40,39, United-States,0
43, Female, White, Never-married,3, Own-child,64048, 9th,5, Self-emp-inc, Sales,0,0,44,32, Portugal,0
68, Male, White, Married-civ-spouse,0, Husband,253866, Bachelors,13, Private, Sales,0,0,30,39, United-States,0
42, Male, White, Never-married,1, Not-in-family,54202, Bachelors,13, Private, Sales,10520,0,50,39, United-States,1
57, Male, White, Married-civ-spouse,0, Husband,199847, Bachelors,13, Private, Exec-managerial,15024,0,60,39, United-States,1
54, Male, White, Married-civ-spouse,0, Husband,94055, Bachelors,13, Private, Other-service,0,0,40,39, United-States,0
29, Male, White, Never-married,1, Not-in-family,190539, Bachelors,13, Private, Sales,6849,0,48,39, United-States,0
42, Male, White, Married-civ-spouse,0, Husband,187720, Masters,14, Private, Sales,15024,0,50,0, ?,1
26, Male, Black, Never-married,1, Not-in-family,258768, Some-college,10, Private, Transport-moving,2174,0,75,39, United-States,0
25, Male, White, Never-married,2, Other-relative,521400, 5th-6th,3, Private, Machine-op-inspct,0,0,40,26, Mexico,0
38, Male, White, Married-civ-spouse,0, Husband,186359, Some-college,10, Private, Exec-managerial,0,0,40,39, United-States,1
51, Male, White, Married-civ-spouse,0, Husband,276456, Assoc-acdm,12, Self-emp-not-inc, Sales,3103,0,30,39, United-States,1
20, Male, White, Never-married,1, Not-in-family,415913, Some-college,10, Private, Handlers-cleaners,0,0,30,39, United-States,0
60, Male, White, Married-civ-spouse,0, Husband,191188, HS-grad,9, Private, Transport-moving,0,0,40,39, United-States,0
72, Male, White, Married-civ-spouse,0, Husband,121004, HS-grad,9, Without-pay, Other-service,0,0,55,39, United-States,0
52, Male, White, Married-civ-spouse,0, Husband,145166, Bachelors,13, Private, Exec-managerial,15024,0,55,39, United-States,1
51, Male, White, Married-civ-spouse,0, Husband,82566, HS-grad,9, Private, Craft-repair,0,0,50,39, United-States,0
53, Male, White, Married-civ-spouse,0, Husband,47396, Some-college,10, Private, Adm-clerical,0,0,50,39, United-States,1
39, Male, White, Married-civ-spouse,0, Husband,132879, Bachelors,13, Local-gov, Prof-specialty,0,1887,40,39, United-States,1
50, Male, White, Married-civ-spouse,0, Husband,99925, HS-grad,9, Private, Adm-clerical,0,0,32,39, United-States,0
21, Male, White, Never-married,3, Own-child,166517, HS-grad,9, Private, Craft-repair,0,0,40,39, United-States,0
31, Female, White, Never-married,4, Unmarried,157078, 10th,6, Private, Adm-clerical,0,0,40,39, United-States,0
39, Male, White, Married-civ-spouse,0, Husband,202027, Prof-school,15, Private, Prof-specialty,0,0,45,39, United-States,1
47, Male, White, Married-civ-spouse,0, Husband,194698, HS-grad,9, Private, Transport-moving,0,0,50,39, United-States,0
27, Male, Asian-Pac-Islander, Never-married,3, Own-child,93206, Some-college,10, Private, Handlers-cleaners,0,0,40,39, United-States,0
29, Male, Black, Married-civ-spouse,0, Husband,301031, HS-grad,9, Private, Transport-moving,0,0,40,39, United-States,0
35, Male, White, Married-civ-spouse,0, Husband,186126, Masters,14, Private, Prof-specialty,0,0,38,0, ?,0
25, Male, White, Married-civ-spouse,0, Husband,259299, Some-college,10, Self-emp-not-inc, Craft-repair,3103,0,50,39, United-States,1
57, Male, White, Married-civ-spouse,0, Husband,184553, HS-grad,9, Self-emp-not-inc, Craft-repair,0,0,50,39, United-States,1
25, Male, White, Never-married,3, Own-child,323139, Bachelors,13, Private, Handlers-cleaners,0,0,35,39, United-States,0
30, Female, White, Never-married,1, Not-in-family,48829, HS-grad,9, Private, Sales,0,1602,30,39, United-States,0
34, Male, White, Married-civ-spouse,0, Husband,55921, HS-grad,9, ?, ?,0,0,40,39, United-States,0
23, Male, White, Married-civ-spouse,0, Husband,82777, HS-grad,9, Private, Exec-managerial,0,0,30,39, United-States,0
27, Female, Black, Never-married,3, Own-child,321577, HS-grad,9, Private, Adm-clerical,0,0,40,39, United-States,0
36, Male, White, Married-civ-spouse,0, Husband,238415, Assoc-voc,11, Private, Sales,0,0,50,39, United-States,1
46, Male, White, Never-married,1, Not-in-family,102102, HS-grad,9, Private, Exec-managerial,0,0,40,39, United-States,0
35, Male, White, Never-married,1, Not-in-family,241998, HS-grad,9, Private, Sales,4787,0,40,39, United-States,1
43, Male, Black, Married-civ-spouse,0, Husband,252519, Bachelors,13, Private, Handlers-cleaners,0,0,40,14, Haiti,1
46, Male, Amer-Indian-Eskimo, Never-married,1, Not-in-family,153501, HS-grad,9, Private, Transport-moving,0,0,40,39, United-States,0
50, Male, White, Married-civ-spouse,0, Husband,30447, Assoc-voc,11, Private, Transport-moving,0,0,45,39, United-States,0
60, Male, White, Married-civ-spouse,0, Husband,198727, HS-grad,9, Private, Prof-specialty,0,0,30,39, United-States,0
36, Male, Asian-Pac-Islander, Married-civ-spouse,0, Husband,137421, Assoc-voc,11, State-gov, Tech-support,0,0,37,17, Hong,0
21, Female, White, Never-married,3, Own-child,116934, Some-college,10, ?, ?,0,0,40,39, United-States,0
40, Female, White, Never-married,1, Not-in-family,260696, HS-grad,9, Private, Adm-clerical,0,0,40,39, United-States,0
28, Female, White, Married-civ-spouse,5, Wife,204734, Some-college,10, Private, Tech-support,0,0,40,39, United-States,0
41, Female, White, Divorced,1, Not-in-family,126076, Some-college,10, Private, Craft-repair,0,0,50,39, United-States,0
37, Male, White, Divorced,1, Not-in-family,138441, HS-grad,9, Private, Transport-moving,0,0,40,39, United-States,0
29, Male, White, Never-married,1, Not-in-family,413297, Assoc-acdm,12, Private, Sales,0,0,45,26, Mexico,0
37, Male, White, Married-civ-spouse,0, Husband,160910, Doctorate,16, State-gov, Prof-specialty,0,0,45,39, United-States,0
54, Male, White, Married-civ-spouse,0, Husband,28518, HS-grad,9, Private, Sales,0,0,50,39, United-States,1
44, Male, White, Married-civ-spouse,0, Husband,116825, Prof-school,15, Private, Prof-specialty,15024,0,80,39, United-States,1
51, Male, White, Married-civ-spouse,0, Husband,293196, Doctorate,16, Private, Prof-specialty,15024,0,60,20, Iran,1
46, Male, White, Married-civ-spouse,0, Husband,110171, Masters,14, Private, Prof-specialty,15024,0,50,39, United-States,1
34, Male, White, Married-civ-spouse,0, Husband,37676, Bachelors,13, Private, Sales,0,0,50,39, United-States,1
28, Male, White, Never-married,2, Other-relative,185061, 11th,7, Private, Handlers-cleaners,0,0,40,39, United-States,0
23, Male, White, Never-married,3, Own-child,444554, HS-grad,9, Private, Handlers-cleaners,0,0,50,39, United-States,0
33, Female, White, Divorced,4, Unmarried,118500, Some-college,10, Private, Exec-managerial,0,0,40,39, United-States,0
51, Female, White, Divorced,1, Not-in-family,186416, Bachelors,13, Local-gov, Adm-clerical,0,0,40,39, United-States,0
19, Female, White, Never-married,3, Own-child,305834, Some-college,10, Self-emp-not-inc, Craft-repair,0,0,25,39, United-States,0
39, Male, White, Never-married,1, Not-in-family,141584, Masters,14, Private, Sales,0,2444,45,39, United-States,1
18, Male, White, Never-married,3, Own-child,205004, Some-college,10, Private, Other-service,0,0,26,39, United-States,0
54, Male, White, Married-civ-spouse,0, Husband,176240, Masters,14, Private, Transport-moving,7688,0,60,39, United-States,1
34, Female, White, Married-civ-spouse,5, Wife,216283, Bachelors,13, State-gov, Prof-specialty,0,0,45,39, United-States,1
24, Male, White, Married-civ-spouse,0, Husband,220944, Some-college,10, Private, Craft-repair,0,0,60,39, United-States,0
19, Male, Black, Never-married,3, Own-child,124651, 11th,7, ?, ?,0,0,25,39, United-States,0
35, Female, White, Divorced,4, Unmarried,246829, HS-grad,9, Private, Exec-managerial,0,0,40,39, United-States,0
49, Female, White, Married-spouse-absent,4, Unmarried,178749, Masters,14, Private, Adm-clerical,0,0,40,39, United-States,0
22, Male, White, Married-spouse-absent,4, Unmarried,22966, Some-college,10, State-gov, Tech-support,0,0,20,39, United-States,0
63, Male, White, Married-civ-spouse,0, Husband,289741, Masters,14, Self-emp-not-inc, Farming-fishing,41310,0,50,39, United-States,0
35, Female, Amer-Indian-Eskimo, Divorced,1, Not-in-family,124836, Some-college,10, ?, ?,0,0,36,39, United-States,0
39, Female, Black, Divorced,4, Unmarried,249720, Bachelors,13, Private, Exec-managerial,0,0,60,39, United-States,0
26, Male, White, Never-married,2, Other-relative,245880, HS-grad,9, Private, Other-service,0,0,40,39, United-States,0
54, Female, White, Married-civ-spouse,5, Wife,37289, Masters,14, Private, Exec-managerial,0,0,55,39, United-States,1
41, Male, Amer-Indian-Eskimo, Married-civ-spouse,0, Husband,147314, HS-grad,9, Private, Sales,0,0,50,39, United-States,0
32, Male, White, Never-married,1, Not-in-family,213750, Assoc-voc,11, Private, Other-service,0,0,45,39, United-States,0
47, Female, White, Divorced,1, Not-in-family,26950, Masters,14, Private, Sales,0,0,6,39, United-States,0
39, Male, White, Married-civ-spouse,0, Husband,51100, HS-grad,9, Private, Transport-moving,0,0,40,39, United-States,1
46, Male, Asian-Pac-Islander, Married-civ-spouse,0, Husband,104632, HS-grad,9, Private, Machine-op-inspct,0,0,40,1, Cambodia,1
20, Female, White, Never-married,3, Own-child,100188, Some-college,10, Private, Tech-support,0,0,24,39, United-States,0
90, Male, White, Married-civ-spouse,0, Husband,195433, HS-grad,9, Federal-gov, Craft-repair,0,0,30,39, United-States,0
28, Male, White, Married-civ-spouse,0, Husband,263600, HS-grad,9, Local-gov, Protective-serv,0,0,40,39, United-States,1
59, Male, Black, Widowed,1, Not-in-family,62020, HS-grad,9, Local-gov, Craft-repair,0,0,40,39, United-States,0
34, Female, White, Married-civ-spouse,5, Wife,56460, HS-grad,9, Self-emp-not-inc, Farming-fishing,0,2179,12,39, United-States,0
51, Male, White, Married-civ-spouse,0, Husband,254211, Bachelors,13, Private, Craft-repair,0,0,20,39, United-States,1
18, Female, White, Never-married,3, Own-child,99219, 11th,7, Private, Sales,0,0,15,39, United-States,0
34, Male, White, Married-civ-spouse,0, Husband,110476, HS-grad,9, Private, Adm-clerical,0,0,40,39, United-States,0
27, Male, Asian-Pac-Islander, Never-married,1, Not-in-family,315640, Masters,14, State-gov, Prof-specialty,0,0,20,3, China,0
57, Male, White, Married-civ-spouse,0, Husband,181031, HS-grad,9, Self-emp-not-inc, Farming-fishing,0,0,60,39, United-States,0
26, Male, White, Never-married,1, Not-in-family,164488, Bachelors,13, Private, Prof-specialty,13550,0,50,39, United-States,1
32, Male, Black, Divorced,4, Unmarried,981628, HS-grad,9, ?, ?,0,0,40,39, United-States,0
34, Male, White, Divorced,3, Own-child,159929, HS-grad,9, Private, Handlers-cleaners,0,0,40,39, United-States,0
47, Male, White, Married-civ-spouse,0, Husband,185673, HS-grad,9, Self-emp-not-inc, Exec-managerial,0,0,50,39, United-States,1
